PLAY #;ODK;OFF FORM;Off Str;OFF PLAY;DN;DIST;YARD LN;RESULT;Drive Success;TARGET ROUTE;RECEIVED BY;GN/LS;Thrown By;YAC;QB;C;X/H;Y/CAT;Z;Target;Drop;B;yardline_50;game_id;play_id;drive_id;half;posteam
40;Slot Left;Slot;Left;Rolex Curls;3;13;-12;Complete;1;DIP;DE GAVARELLI;7;MARTERER;0;;;;;;DE GAVARELLI;;;12;3;42;7;2;GER
41;Slot Right;Slot;Right;Rolex Curls;4;6;-19;Complete;1;DIP;DE GAVARELLI;7;STEVENS;0;;;;;;DE GAVARELLI;;;19;3;43;7;2;GER
42;;;;;1;24;24;Penalty;;;;0;;;;;;;;;;;26;3;44;7;2;GER
43;Slot Right;Slot;Right;Sail;1;24;24;Complete;1;SHALLOW;SCHWARZ;4;MARTERER;2;;;;;;SCHWARZ;;;26;3;45;7;2;GER
44;Slot Left;Slot;Left;Snake Rolex;2;20;20;Complete, TD;1;POST;SCHWARZ;20;STEVENS;3;;;;;;SCHWARZ;;;30;3;46;7;2;GER
45;Slot Right;Slot;Right;Slot Dig;0;10;10;Incomplete;1;HITCH;;0;MARTERER;;;;;;;SCHWARZ;;;40;3;47;7;2;GER
46;;;;;1;20;-5;;0;;;0;;;;;;;;;;;5;3;48;8;2;OPP
47;;;;;2;20;-5;;0;;;5;;;;;;;;;;;5;3;49;8;2;OPP
48;;;;;3;15;-10;;0;;;21;;;;;;;;;;;10;3;50;8;2;OPP
49;;;;;1;19;19;;0;;;6;;;;;;;;;;;31;3;51;8;2;OPP
50;;;;;2;13;13;;0;;;5;;;;;;;;;;;37;3;52;8;2;OPP
51;;;;;3;8;8;;0;;;0;;;;;;;;;;;42;3;53;8;2;OPP
52;;;;;4;8;8;;0;;;;;;;;;;;;;;42;3;54;8;2;OPP
53;Slot Right;Slot;Right;Sail;1;20;-5;Complete;;SHALLOW;SCHWARZ;22;MARTERER;20;;;;;;SCHWARZ;;;5;3;55;9;2;GER
54;Cat Right;Cat;Right;Curls;1;23;23;Rush;;;PIETRYGA;22;PIETRYGA;;;;;;;PIETRYGA;;;27;3;56;9;2;GER
55;;;;;2;1;1;Penalty;;;;0;;;;;;;;;;;49;3;57;9;2;GER
56;;;;;2;1;1;Sack;;;;-8;;;;;;;;;;;49;3;58;9;2;GER
57;;;;;3;9;9;Sack;;;;0;;;;;;;;;;;41;3;59;9;2;GER
58;;;;;4;9;9;Penalty;;;;-10;;;;;;;;;;;41;3;60;9;2;GER
59;Slot Right;Slot;Right;Rolex Poco;4;19;19;Incomplete;;CURL;;0;STEVENS;;;;;;;PIETRYGA;;;31;3;61;9;2;GER
60;;;;;1;20;-5;;0;;;34;;;;;;;;;;;5;3;62;10;2;OPP
61;;;;;1;11;11;;0;;;0;;;;;;;;;;;39;3;63;10;2;OPP
62;;;;;2;11;11;;0;;;4;;;;;;;;;;;39;3;64;10;2;OPP
64;;;;;3;7;7;;0;;;0;;;;;;;;;;;43;3;65;10;2;OPP
65;;;;;4;7;7;;0;;;;;;;;;;;;;;43;3;66;10;2;OPP
66;Slot Left;Slot;Left;OHIO;1;20;-5;Complete;;FIN;STEVENS;8;MARTERER;3;;;;;;STEVENS;;;5;3;67;11;2;GER
67;Slot Right;Slot;Right;Snake JET;2;12;-13;Fumble;;;;0;;;;;;;;;;;13;3;68;11;2;GER
68;Slot Right;Slot;Right;Snake JET;3;12;-13;Rush;;;SCHWARZ;5;;;;;;;;SCHWARZ;;;13;3;69;11;2;GER
69;Slot Right;Slot;Right;Rolex Poco;4;7;-18;Rush;;;STEVENS;26;STEVENS;;;;;;;STEVENS;;;18;3;70;11;2;GER
70;;;;ICE;1;6;6;Rush;;;PIETRYGA;5;PIETRYGA;;;;;;;PIETRYGA;;;44;3;71;11;2;OPP
1;;;;;1;20;-5;;1;;;4;;;;;;;;;;;5;4;1;1;1;OPP
2;;;;;2;16;-9;;1;;;5;;;;;;;;;;;9;4;2;1;1;OPP
3;;;;;3;11;-14;;1;;;14;;;;;;;;;;;14;4;3;1;1;OPP
4;;;;;1;10;22;;1;;;0;;;;;;;;;;;28;4;4;1;1;OPP
5;;;;;2;10;22;;1;;;6;;;;;;;;;;;28;4;5;1;1;OPP
6;;;;;3;4;16;Sack;1;;;-8;;;;;;;;;;;34;4;6;1;1;OPP
8;;;;;4;24;24;Complete, TD;1;;;;;;;;;;;;;;26;4;7;1;1;OPP
9;;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;4;8;1;1;OPP
10;;Slot;Right;Sail;1;20;-5;Incomplete;0;OUT;;0;THIELE;;;;;;;PIETRYGA;;;5;4;9;2;1;GER
11;;Slot;Right;STICK;2;20;-5;Complete;0;HITCH;PIETRYGA;7;THIELE;1;;;;;;PIETRYGA;;;5;4;10;2;1;GER
12;;Slot;Left;Rolex Curls;3;13;-12;Incomplete;0;DIP;;0;THIELE;;;;;;;SPIES;;;12;4;11;2;1;GER
13;;Slot;Left;Dopa Poco;4;13;-12;Incomplete;0;POCO;;0;STEVENS;;;;;;;RIESS;;;12;4;12;2;1;GER
14;;;;;1;20;-5;;1;;;0;;;;;;;;;;;5;4;13;3;1;OPP
15;;;;;2;20;-5;;1;;;5;;;;;;;;;;;5;4;14;3;1;OPP
16;;;;;3;15;-10;;1;;;13;;;;;;;;;;;10;4;15;3;1;OPP
17;;;;;4;2;-23;;1;;;5;;;;;;;;;;;23;4;16;3;1;OPP
18;;;;;1;22;22;;1;;;10;;;;;;;;;;;28;4;17;3;1;OPP
19;;;;;2;12;12;Complete, TD;1;;;7;;;;;;;;;;;38;4;18;3;1;OPP
20;;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;4;19;3;1;OPP
21;;Slot;Right;Sail;1;20;-5;Complete;1;SHALLOW;RIESS;15;THIELE;12;;;;;;RIESS;;;5;4;20;4;1;GER
22;;Slot;Right;Rolex Curls;2;5;-20;Complete;1;CURL;RIESS;11;THIELE;;;;;;;RIESS;;;20;4;21;4;1;GER
23;;Slot;Right;Snake Sail;1;19;19;Complete;1;SHALLOW;SPIES;5;THIELE;2;;;;;;SPIES;;;31;4;22;4;1;GER
24;;Slot;Right;Rolex Curls;2;14;14;Complete;1;CURL;RIESS;8;THIELE;;;;;;;RIESS;;;36;4;23;4;1;GER
25;;Slot;Right;Hitches;3;6;6;Complete;1;FLAT;PIETRYGA;5;THIELE;1;;;;;;PIETRYGA;;;44;4;24;4;1;GER
26;;BUNCH;RIGHT;SUN;4;1;1;Complete, TD;1;BEAM;PIETRYGA;1;THIELE;0;;;;;;PIETRYGA;;;49;4;25;4;1;GER
27;;Slot;Left;Sail;0;10;10;Good;1;SAIL;PIETRYGA;10;STEVENS;0;;;;;;PIETRYGA;;;40;4;26;4;1;GER
28;;;;;1;20;-5;;1;;;6;;;;;;;;;;;5;4;27;5;1;OPP
29;;;;;2;14;-11;;1;;;5;;;;;;;;;;;11;4;28;5;1;OPP
30;;;;;3;9;-16;;1;;;0;;;;;;;;;;;16;4;29;5;1;OPP
31;;;;;4;9;-16;;1;;;18;;;;;;;;;;;16;4;30;5;1;OPP
32;;;;;1;16;16;Incomplete;1;;;0;;;;;;;;;;;34;4;31;5;1;OPP
33;;;;;2;16;16;;1;;;8;;;;;;;;;;;34;4;32;5;1;OPP
34;;;;;3;8;8;;1;;;3;;;;;;;;;;;42;4;33;5;1;OPP
35;;;;;4;5;5;Complete, TD;1;;;5;;;;;;;;;;;45;4;34;5;1;OPP
36;;;;;0;5;5;No Good;1;;;;;;;;;;;;;;45;4;35;5;1;OPP
37;;Slot;Right;Hitches;1;20;-5;Complete;0;FLAT;PIETRYGA;3;THIELE;1;;;;;;PIETRYGA;;;5;4;36;6;1;GER
38;;Slot;Right;Sail;2;17;-8;Incomplete;0;CURL;;0;THIELE;;;;;;;STEVENS;STEVENS;;8;4;37;6;1;GER
39;;Slot;Right;Snake JET;3;17;-8;Rush;0;;RIESS;8;RIESS;;;;;;;RIESS;;;8;4;38;6;1;GER
40;;Slot;Right;Snake Rolex;4;9;-16;Rush;0;;STEVENS;3;STEVENS;;;;;;;;;;16;4;39;6;1;GER
42;;Slot;Right;Sail;1;20;-5;Complete;1;SHALLOW;DE GAVARELLI;5;THIELE;0;;;;;;DE GAVARELLI;;;5;4;40;7;2;GER
43;;Slot;Right;Snake Rolex;2;15;-10;Rush;1;;THIELE;13;THIELE;;;;;;;;;;10;4;41;7;2;GER
44;;Slot;Right;Snake JET;3;2;-23;Rush;1;;RIESS;19;;;;;;;;RIESS;;;23;4;42;7;2;GER
45;;Slot;Left;Snake Rolex;1;8;8;Complete, TD;1;POST;RIESS;8;STEVENS;0;;;;;;RIESS;;;42;4;43;7;2;GER
46;;Slot;Left;Snake Rolex;0;10;10;Good;1;SCRAMBLE;DE GAVARELLI;10;THIELE;0;;;;;;DE GAVARELLI;;;40;4;44;7;2;GER
47;;;;;1;20;-5;;0;;;6;;;;;;;;;;;5;4;45;8;2;OPP
48;;;;;2;14;-11;Penalty;0;;;-5;;;;;;;;;;;11;4;46;8;2;OPP
49;;;;;2;19;-6;;0;;;0;;;;;;;;;;;6;4;47;8;2;OPP
50;;;;;3;19;-6;;0;;;0;;;;;;;;;;;6;4;48;8;2;OPP
51;;;;;4;19;-6;;0;;;;;;;;;;;;;;6;4;49;8;2;OPP
52;;Slot;Right;OMAHA;1;20;-5;Complete;0;HITCH;PIETRYGA;9;THIELE;4;;;;;;;;;5;4;50;9;2;GER
53;;Slot;Right;Snake Rolex;2;11;-14;Incomplete;0;QB;;0;THIELE;;;;;;;STEVENS;;;14;4;51;9;2;GER
54;;Slot;Right;Sail;3;11;-14;Incomplete;0;FADE;;0;THIELE;;;;;;;RIESS;;;14;4;52;9;2;GER
55;;Slot;Left;Snake Rolex;4;11;-14;Incomplete;0;POST;;0;STEVENS;;;;;;;RIESS;;;14;4;53;9;2;GER
56;;;;;1;20;-5;Incomplete;0;;;0;;;;;;;;;;;5;4;54;10;2;OPP
57;;;;;2;20;-5;;0;;;8;;;;;;;;;;;5;4;55;10;2;OPP
58;;;;;3;12;-13;Penalty;0;;;10;;;;;;;;;;;13;4;56;10;2;OPP
59;;;;;1;2;-23;Incomplete;0;;;0;;;;;;;;;;;23;4;57;10;2;OPP
60;;;;;2;2;-23;Incomplete;0;;;0;;;;;;;;;;;23;4;58;10;2;OPP
61;;;;;3;2;-23;;0;;;5;;;;;;;;;;;23;4;59;10;2;OPP
62;;;;;1;22;22;Penalty;0;;;-5;;;;;;;;;;;28;4;60;10;2;OPP
63;;;;;1;27;27;;0;;;0;;;;;;;;;;;23;4;61;10;2;OPP
64;;;;;2;27;27;;0;;;11;;;;;;;;;;;23;4;62;10;2;OPP
65;;;;;3;16;16;;0;;;0;;;;;;;;;;;34;4;63;10;2;OPP
66;;;;;4;16;16;;0;;;;;;;;;;;;;;34;4;64;10;2;OPP
67;;Slot;Right;Quick;1;20;-5;Complete;1;QUICK;DE GAVARELLI;13;THIELE;13;;;;;;DE GAVARELLI;;;5;4;65;11;2;GER
68;;Slot;Right;Snake JET;2;7;-18;Rush;1;;RIESS;-2;;;;;;;;RIESS;;;18;4;66;11;2;GER
69;;Slot;Right;Snake Rolex;3;9;-16;Complete;1;POST;RIESS;26;THIELE;1;;;;;;RIESS;;;16;4;67;11;2;GER
70;;Slot;Right;Hitches;1;8;8;Complete;1;FLAT;PIETRYGA;5;THIELE;2;;;;;;PIETRYGA;;;42;4;68;11;2;GER
71;;Slot;Right;Hitches;2;3;3;Complete, TD;1;FLAT;PIETRYGA;3;THIELE;1;;;;;;PIETRYGA;;;47;4;69;11;2;GER
72;;;;;0;10;10;Penalty;;;;;;;;;;;;;;;50;4;70;11;2;GER
73;;Slot;Left;Rolex Poco;0;15;15;Good;1;POCO;RIESS;15;STEVENS;0;;;;;;RIESS;;;35;4;71;11;2;GER
74;;;;;1;20;-5;Incomplete;;;;0;;;;;;;;;;;5;4;72;12;2;OPP
75;;;;;2;20;-5;Incomplete;;;;0;;;;;;;;;;;5;4;73;12;2;OPP
76;;;;;3;20;-5;Incomplete;;;;0;;;;;;;;;;;5;4;74;12;2;OPP
77;;;;;4;20;-5;Incomplete;;;;0;;;;;;;;;;;5;4;75;12;2;OPP
78;;Slot;Right;Hitches;1;20;-5;Complete;1;FLAT;PIETRYGA;5;THIELE;2;;;;;;PIETRYGA;;;5;4;76;13;2;GER
79;;Slot;Right;Snake TOSS;2;15;-10;Rush;1;;STEVENS;18;STEVENS;;;;;;;;;;10;4;77;13;2;GER
80;;Slot;Right;Hitches;1;22;22;Complete;1;HITCH;STEVENS;8;THIELE;4;;;;;;STEVENS;;;28;4;78;13;2;GER
82;;Cat;Left;Curls;2;14;14;Complete, TD;1;DIP;DE GAVARELLI;14;STEVENS;4;;;;;;DE GAVARELLI;;;36;4;79;13;2;GER
83;;Pile;Left;Swap Smash;0;5;5;Good;1;POST;STEVENS;5;THIELE;0;;;;;;STEVENS;;;45;4;80;13;2;GER
84;;;;;1;20;-5;;;;;7;;;;;;;;;;;5;4;81;14;2;OPP
85;;;;;2;13;-12;;;;;4;;;;;;;;;;;12;4;82;14;2;OPP
86;;;;;3;9;-16;;;;;6;;;;;;;;;;;16;4;83;14;2;OPP
87;;;;;4;3;-22;;;;;;;;;;;;;;;;22;4;84;14;2;OPP
88;;;;VICTORY;1;20;-5;Rush;;;MARTERER;-1;MARTERER;;;;;;;MARTERER;;;5;4;85;15;2;OPP
1;;;;;1;20;-5;Penalty;;;;-3;;;;;;;;;;;5;5;1;1;1;GER
2;Slot Right;Slot;Right;Dagger;1;23;-2;Incomplete;0;FADE;;0;THIELE;;;;;;;RIESS;;;2;5;2;1;1;GER
3;Slot Left;Slot;Left;Dagger;2;23;-2;Incomplete;0;DIG;;0;THIELE;;;;;;;SPIES;;;2;5;3;1;1;GER
4;Slot Right;Slot;Right;Rolex Poco;3;23;-2;Complete;0;SCRAMBLE;SPIES;22;STEVENS;;;;;;;SPIES;;;2;5;4;1;1;GER
new;;;;;4;1;-24;;0;;;0;;;;;;;;;;;24;5;5;1;1;OPP
5;;;;;1;20;-5;;1;;;19;;;;;;;;;;;5;5;6;2;1;OPP
6;;;;;2;1;-24;Incomplete;1;;;0;;;;;;;;;;;24;5;7;2;1;OPP
7;;;;;3;1;-24;;1;;;4;;;;;;;;;;;24;5;8;2;1;OPP
8;;;;;1;22;22;;1;;;0;;;;;;;;;;;28;5;9;2;1;OPP
9;;;;;2;22;22;;1;;;6;;;;;;;;;;;28;5;10;2;1;OPP
10;;;;;3;16;16;;1;;;15;;;;;;;;;;;34;5;11;2;1;OPP
11;;;;;4;1;1;Complete, TD;1;;;1;;;;;;;;;;;49;5;12;2;1;OPP
12;;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;5;13;2;1;OPP
13;Slot Right;Slot;Right;OMAHA;1;20;-5;Complete;1;SHALLOW;STEVENS;7;THIELE;4;;;;;;STEVENS;;;5;5;14;3;1;GER
14;;;;;2;13;-12;Penalty;1;;;10;;;;;;;;;;;12;5;15;3;1;GER
15;Slot Right;Slot;Right;Snake JET;1;3;-22;Rush;1;;RIESS;9;;;;;;;;RIESS;;;22;5;16;3;1;GER
16;Slot Right;Slot;Right;Rolex Poco;1;19;19;Incomplete;1;POCO;;0;STEVENS;;;;;;;RIESS;;;31;5;17;3;1;GER
17;Slot Right;Slot;Right;Rolex Poco;2;19;19;Rush;1;;STEVENS;5;STEVENS;;;;;;;;;;31;5;18;3;1;GER
18;Slot Right;Slot;Right;Snake Sail;3;14;14;Complete;1;SAIL;PIETRYGA;12;THIELE;;;;;;;PIETRYGA;;;36;5;19;3;1;GER
19;Slot Right;Slot;Right;STICK;4;2;2;Complete, TD;1;DIG;DE GAVARELLI;2;THIELE;;;;;;;DE GAVARELLI;;;48;5;20;3;1;GER
20;Slot Left;Slot;Left;Dopa Curls;0;10;10;Incomplete;1;DIP;;0;STEVENS;;;;;;;DE GAVARELLI;;;40;5;21;3;1;GER
21;;;;;1;20;-5;;1;;;14;;;;;;;;;;;5;5;22;4;1;OPP
22;;;;;2;6;-19;;1;;;10;;;;;;;;;;;19;5;23;4;1;OPP
23;;;;;1;21;21;;1;;;6;;;;;;;;;;;29;5;24;4;1;OPP
24;;;;;2;15;15;;1;;;10;;;;;;;;;;;35;5;25;4;1;OPP
25;;;;;3;5;5;Complete, TD;1;;;5;;;;;;;;;;;45;5;26;4;1;OPP
26;;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;5;27;4;1;OPP
27;Slot Right;Slot;Right;OMAHA;1;20;-5;Incomplete;0;OUT;;0;THIELE;;;;;;;SPIES;SPIES;;5;5;28;5;1;GER
28;;;;;2;20;-5;Penalty;;;;10;;;;;;;;;;;5;5;29;5;1;GER
29;Slot Right;Slot;Right;Snake Sail;1;10;-15;Complete;0;SCRAMBLE;STEVENS;4;THIELE;1;;;;;;STEVENS;;;15;5;30;5;1;GER
30;Slot Right;Slot;Right;Dagger;2;6;-19;Incomplete;0;;;0;THIELE;;;;;;;SPIES;;;19;5;31;5;1;GER
31;Slot Left;Slot;Left;Dopa Curls;3;6;-19;Incomplete;0;;;0;STEVENS;;;;;;;SPIES;;;19;5;32;5;1;GER
32;Slot Right;Slot;Right;Dopa Curls;4;6;-19;Complete;0;DIP;SPIES;10;STEVENS;0;;;;;;SPIES;;;19;5;33;5;1;GER
33;Slot Right;Slot;Right;Snake Sail;1;21;21;Complete;0;SAIL;PIETRYGA;12;THIELE;1;;;;;;PIETRYGA;;;29;5;34;5;1;GER
34;;;;;2;9;9;Penalty;;;;-5;;;;;;;;;;;41;5;35;5;1;GER
35;Slot Left;Slot;Left;Snake Rolex;2;14;14;Interception;0;POST;;;STEVENS;;;;;;;SCHWARZ;;;36;5;36;5;1;GER
36;;;;;1;20;-5;Incomplete;;;;0;;;;;;;;;;;5;5;37;6;1;OPP
37;;;;;2;20;-5;;;;;9;;;;;;;;;;;5;5;38;6;1;OPP
38;;;;;3;11;-14;Sack;;;;-9;;;;;;;;;;;14;5;39;6;1;OPP
39;;;;;1;20;-5;Penalty;1;;;22;;;;;;;;;;;5;5;40;7;2;OPP
40;;;;;1;23;23;Incomplete;1;;;0;;;;;;;;;;;27;5;41;7;2;OPP
41;;;;;2;23;23;Incomplete;1;;;0;;;;;;;;;;;27;5;42;7;2;OPP
42;;;;;3;23;23;;1;;;14;;;;;;;;;;;27;5;43;7;2;OPP
43;;;;;4;9;9;Penalty;1;;;5;;;;;;;;;;;41;5;44;7;2;OPP
44;;;;;4;4;4;Complete, TD;1;;;4;;;;;;;;;;;46;5;45;7;2;OPP
45;;;;;0;10;10;Good;1;;;;;;;;;;;;;;40;5;46;7;2;OPP
46;Pile Right;Pile;Right;Sail;1;20;-5;Complete;1;WHIP;PIETRYGA;6;THIELE;2;;;;;;PIETRYGA;;;5;5;47;8;2;GER
47;Slot Right;Slot;Right;Snake JET;2;14;-11;Rush;1;;SCHWARZ;16;;;;;;;;SCHWARZ;;;11;5;48;8;2;GER
48;Slot Right;Slot;Right;Dopa Sail;1;23;23;Complete;1;SAIL;PIETRYGA;13;STEVENS;2;;;;;;PIETRYGA;;;27;5;49;8;2;GER
49;Slot Right;Slot;Right;Dopa Sail;2;10;10;Complete;1;SAIL;PIETRYGA;7;THIELE;0;;;;;;PIETRYGA;;;40;5;50;8;2;GER
50;Slot Right;Slot;Right;STICK;3;3;3;Complete, TD;1;OUT;STEVENS;3;THIELE;0;;;;;;STEVENS;;;47;5;51;8;2;GER
51;;;;;0;10;10;Penalty;;;;0;;;;;;;;;;;40;5;52;8;2;GER
52;;;;;0;15;10;Penalty;;;;;;;;;;;;;;;40;5;53;8;2;GER
54;Slot Right;Slot;Right;Dopa Curls;0;10;10;Good;1;DIP;RIESS;10;THIELE;0;;;;;;RIESS;;;40;5;54;8;2;GER
55;;;;;1;20;-5;Complete, TD;1;;;45;;;;;;;;;;;5;5;55;9;2;OPP
56;;;;;0;10;10;Good;1;;;;;;;;;;;;;;40;5;56;9;2;OPP
57;Slot Right;Slot;Right;OMAHA;1;23;-2;Incomplete;1;HITCH;;0;THIELE;;;;;;;PIETRYGA;PIETRYGA;;2;5;57;10;2;GER
58;Slot Right;Slot;Right;Snake Sail;2;23;-2;Complete;1;SAIL;PIETRYGA;12;THIELE;0;;;;;;PIETRYGA;;;2;5;58;10;2;GER
59;Slot Left;Slot;Left;Sail;3;11;-14;Complete;1;SHALLOW;SPIES;7;THIELE;4;;;;;;SPIES;;;14;5;59;10;2;GER
60;Slot Right;Slot;Right;Snake Rolex;4;4;-21;Rush;1;;STEVENS;5;STEVENS;;;;;;;;;;21;5;60;10;2;GER
61;Slot Right;Slot;Right;Sail;1;24;24;Complete;1;SAIL;PIETRYGA;10;THIELE;0;;;;;;PIETRYGA;;;26;5;61;10;2;GER
62;Slot Right;Slot;Right;Dopa Sail;2;14;14;Incomplete;1;SAIL;PIETRYGA;0;STEVENS;;;;;;;PIETRYGA;;;36;5;62;10;2;GER
64;Pile Left;Pile;Left;Sail;3;14;14;Complete, TD;1;CORNER;RIESS;14;THIELE;;;;;;;RIESS;;;36;5;63;10;2;GER
65;Slot Right;Slot;Right;Snake Rolex;0;10;10;Good;1;QB;THIELE;10;STEVENS;1;;;;;;THIELE;;;40;5;64;10;2;GER
66;;;;;1;20;-5;;0;;;12;;;;;;;;;;;5;5;65;11;2;OPP
67;;;;;2;8;-17;;0;;;7;;;;;;;;;;;17;5;66;11;2;OPP
68;;;;;3;1;-24;;0;;;8;;;;;;;;;;;24;5;67;11;2;OPP
69;;;;;1;10;18;Incomplete;0;;;0;;;;;;;;;;;32;5;68;11;2;OPP
70;;;;;2;10;18;Incomplete;0;;;0;;;;;;;;;;;32;5;69;11;2;OPP
71;;;;;3;10;18;Incomplete;0;;;0;;;;;;;;;;;32;5;70;11;2;OPP
72;;;;;4;10;18;Incomplete;0;;;0;;;;;;;;;;;32;5;71;11;2;OPP
73;Slot Right;Slot;Right;OMAHA;1;20;-5;Complete;1;HITCH;PIETRYGA;6;THIELE;0;;;;;;PIETRYGA;;;5;5;72;12;2;GER
74;Slot Right;Slot;Right;Snake Sail;2;14;-11;Complete;1;SHALLOW;DE GAVARELLI;8;THIELE;6;;;;;;DE GAVARELLI;;;11;5;73;12;2;GER
75;Slot Left;Slot;Left;Snake Sail;3;6;-19;Complete;1;FADE;RIESS;26;THIELE;0;;;;;;THIELE;;;19;5;74;12;2;GER
76;Slot Right;Slot;Right;Snake JET;1;5;5;Rush;1;;RIESS;-2;;;;;;;;RIESS;;;45;5;75;12;2;GER
77;Slot Right;Slot;Right;STICK;2;7;7;Complete, TD;1;OUT;STEVENS;7;THIELE;0;;;;;;STEVENS;;;43;5;76;12;2;GER
78;Slot Left;Slot;Left;Slot Dig;0;5;5;Good;1;WHIP;PIETRYGA;5;THIELE;0;;;;;;PIETRYGA;;;45;5;77;12;2;GER
79;;;;;1;20;-5;;1;;;5;;;;;;;;;;;5;5;78;13;2;OPP
80;;;;;2;15;-10;;1;;;7;;;;;;;;;;;10;5;79;13;2;OPP
81;;;;;3;8;-17;;1;;;3;;;;;;;;;;;17;5;80;13;2;OPP
84;;;;;4;5;-20;;1;;;6;;;;;;;;;;;20;5;81;13;2;OPP
85;;;;;1;24;24;;1;;;8;;;;;;;;;;;26;5;82;13;2;OPP
86;;;;;2;16;16;;1;;;9;;;;;;;;;;;34;5;83;13;2;OPP
87;;;;;3;7;7;Penalty;1;;;5;;;;;;;;;;;43;5;84;13;2;OPP
90;;;;;1;2;2;Complete, TD;1;;;;;;;;;;;;;;48;5;85;13;2;OPP
1;O;;;;1;20;-5;;;;;;;;;;;;;;;;5;6;1;1;1;TM2
2;O;;;;2;20;-5;Complete, TD;;;;45;;;;;;;;;;;5;6;2;1;1;TM2
3;O;;;;0;10;10;Interception;;;;;;;;;;;;;;;40;6;3;1;1;TM2
4;D;;;;1;20;-5;;1;;;3;;;;;;;;;;;5;6;4;2;1;TM1
5;D;;;;2;17;-8;;1;;;15;;;;;;;;;;;8;6;5;2;1;TM1
6;D;;;;3;2;-23;;1;;;0;;;;;;;;;;;23;6;6;2;1;TM1
7;D;;;;4;2;-23;;1;;;10;;;;;;;;;;;23;6;7;2;1;TM1
8;D;;;;1;17;17;;1;;;5;;;;;;;;;;;33;6;8;2;1;TM1
9;D;;;;2;12;12;Complete, TD;1;;;12;;;;;;;;;;;38;6;9;2;1;TM1
10;D;;;;0;5;5;Good;1;;;;;;;;;;;;;;45;6;10;2;1;TM1
11;O;;;;1;20;-5;;0;;;12;;;;;;;;;;;5;6;11;3;1;TM2
12;O;;;;2;8;-17;;0;;;7;;;;;;;;;;;17;6;12;3;1;TM2
13;O;;;;3;1;-24;Incomplete;0;;;0;;;;;;;;;;;24;6;13;3;1;TM2
14;O;;;;4;1;-24;Incomplete;0;;;0;;;;;;;;;;;24;6;14;3;1;TM2
15;D;;;;1;20;-5;;;;;5;;;;;;;;;;;5;6;15;4;1;TM1
16;D;;;;2;15;-10;;;;;6;;;;;;;;;;;10;6;16;4;1;TM1
17;D;;;;3;9;-16;;;;;8;;;;;;;;;;;16;6;17;4;1;TM1
18;D;;;;4;1;-24;;;;;8;;;;;;;;;;;24;6;18;4;1;TM1
19;D;;;;1;18;18;;;;;-6;;;;;;;;;;;32;6;19;4;1;TM1
20;D;;;;2;24;24;;;;;3;;;;;;;;;;;26;6;20;4;1;TM1
22;O;;;;1;20;-5;;1;;;11;;;;;;;;;;;5;6;21;5;2;TM2
23;O;;;;2;9;-16;;1;;;8;;;;;;;;;;;16;6;22;5;2;TM2
24;O;;;;3;1;-24;;1;;;4;;;;;;;;;;;24;6;23;5;2;TM2
25;O;;;;1;22;22;;1;;;9;;;;;;;;;;;28;6;24;5;2;TM2
26;O;;;;2;13;13;;1;;;8;;;;;;;;;;;37;6;25;5;2;TM2
27;O;;;;3;5;5;Complete, TD;1;;;5;;;;;;;;;;;45;6;26;5;2;TM2
28;O;;;;0;10;10;Good;1;;;;;;;;;;;;;;40;6;27;5;2;TM2
29;D;;;;1;20;-5;;0;;;5;;;;;;;;;;;5;6;28;6;2;TM1
30;D;;;;2;15;-10;Incomplete;0;;;0;;;;;;;;;;;10;6;29;6;2;TM1
31;D;;;;3;15;-10;;0;;;3;;;;;;;;;;;10;6;30;6;2;TM1
32;D;;;;4;12;-13;;0;;;;;;;;;;;;;;13;6;31;6;2;TM1
33;O;;;;1;20;-5;;0;;;0;;;;;;;;;;;5;6;32;7;2;TM2
34;O;;;;2;20;-5;;0;;;0;;;;;;;;;;;5;6;33;7;2;TM2
35;O;;;;3;20;-5;;0;;;0;;;;;;;;;;;5;6;34;7;2;TM2
36;O;;;;4;20;-5;;0;;;;;;;;;;;;;;5;6;35;7;2;TM2
37;D;;;;1;20;-5;;0;;;5;;;;;;;;;;;5;6;36;8;2;TM1
38;D;;;;2;15;-10;Incomplete;0;;;0;;;;;;;;;;;10;6;37;8;2;TM1
39;D;;;;3;15;-10;;0;;;5;;;;;;;;;;;10;6;38;8;2;TM1
40;D;;;;4;10;-15;;0;;;;;;;;;;;;;;15;6;39;8;2;TM1
41;O;;;;1;20;-5;;1;;;8;;;;;;;;;;;5;6;40;9;2;TM2
42;O;;;;2;12;-13;;1;;;31;;;;;;;;;;;13;6;41;9;2;TM2
43;O;;;;1;6;6;;1;;;0;;;;;;;;;;;44;6;42;9;2;TM2
44;O;;;;2;6;6;Complete, TD;1;;;6;;;;;;;;;;;44;6;43;9;2;TM2
45;O;;;;0;10;10;No Good;1;;;;;;;;;;;;;;40;6;44;9;2;TM2
46;D;;;;1;20;-5;;0;;;-4;;;;;;;;;;;5;6;45;10;2;TM1
47;D;;;;2;24;-1;;0;;;3;;;;;;;;;;;1;6;46;10;2;TM1
